"Ensembl","GeneName","GSM776959","GSM776960","GSM776961","GSM776962","GSM776963","GSM776964","GSM776965","GSM776966","GSM776971","GSM776972","GSM776973","GSM776974"
"ENSG00000230207","RPL4P5","10465.2","15494.3","12577.5","14060.3","10179.9","11980.9","9933.4","10150.6","13667","9329.6","14568.8","9800.7"
"ENSG00000168522","FNTA","8386.3","7229.8","5207.2","4518.1","5103","4557.6","3438.7","5507.6","5074.4","5119","3759.1","5541.9"
"ENSG00000118181","RPS25","12087.3","11058.1","12142.9","12359.6","6951.7","10215.1","6904.5","7257.7","12223.7","6359.2","14828.4","6139.6"
"ENSG00000185641","AC034236.1","12087.3","11058.1","12142.9","12359.6","6951.7","10215.1","6904.5","7257.7","12223.7","6359.2","14828.4","6139.6"
"ENSG00000280831","RPS25","12087.3","11058.1","12142.9","12359.6","6951.7","10215.1","6904.5","7257.7","12223.7","6359.2","14828.4","6139.6"
"ENSG00000145592","RPL37","18229.2","21145.5","16470.8","22779.8","15959.7","15162","12420.3","14006.3","15140.1","13362.5","26519.9","11828.3"
"ENSG00000169567","HINT1","4067.5","4089.4","5471.5","4369.3","4940.4","7032.3","5593.8","5234.8","5184.8","4468.1","6166.5","3982.7"
"ENSG00000167658","EEF2","3941.7","3456.5","4654.4","6892.6","5765.1","6856.2","4172.3","5274.8","8616.7","6959.7","9981.9","6608.4"
"ENSG00000124614","RPS10","20152.3","25995.2","17767.8","21169.8","15835.3","18623.8","14750.6","14700.1","19168.4","15044.9","32586.8","14379.5"
"ENSG00000244313","AC024293.1","20152.3","25995.2","17767.8","21169.8","15835.3","18623.8","14750.6","14700.1","19168.4","15044.9","32586.8","14379.5"
"ENSG00000270800","RPS10-NUDT3","20152.3","25995.2","17767.8","21169.8","15835.3","18623.8","14750.6","14700.1","19168.4","15044.9","32586.8","14379.5"
"ENSG00000113732","ATP6V0E1","2110.8","3056.2","3276.3","4396.4","4635.9","4313.2","4527.1","4847.5","6980.1","7525.4","4776.5","6201.9"
"ENSG00000165119","HNRNPK","5423.5","4824","3801.9","3193.1","4142.6","3285.1","3629.6","4363.4","3319","2939.4","2377","3136.3"
"ENSG00000089053","ANAPC5","2680.2","3291.6","3622.8","3000.8","2701.5","3955.5","3130.9","2941.1","2488.5","2739.8","2832.4","3115"
"ENSG00000178429","RPS3AP5","26469.3","26924.5","18171.2","20982.7","16540.2","17187.2","12612","14324.5","16721.7","12801.1","20757.5","13327.4"
"ENSG00000214389","RPS3AP26","26469.3","26924.5","18171.2","20982.7","16540.2","17187.2","12612","14324.5","16721.7","12801.1","20757.5","13327.4"
"ENSG00000234797","RPS3AP6","26469.3","26924.5","18171.2","20982.7","16540.2","17187.2","12612","14324.5","16721.7","12801.1","20757.5","13327.4"
"ENSG00000145425","RPS3A","26469.3","26924.5","18171.2","20982.7","16540.2","17187.2","12612","14324.5","16721.7","12801.1","20757.5","13327.4"
"ENSG00000153187","HNRNPU","2254.7","1383.6","850.7","688","1705.3","812.2","850.8","1914.5","1403.1","1217.2","1174.3","1189.6"
"ENSG00000107581","EIF3A","6336.2","3580.7","4542.9","3145.6","4421.9","3428.9","4644.6","5004.8","4016.5","3771.2","3689.5","4918.9"
"ENSG00000166598","HSP90B1","1113.1","1257.8","1854","1414.1","2902.4","2654.7","2710.2","2775.9","1763.7","3881.8","2113.7","2050.2"
"ENSG00000147065","MSN","2229.5","1271.9","2265.5","3433","4273.7","2603","4900","3713.9","2194.2","3119.6","2565.4","3960.7"
"ENSG00000282844","ACTN4","456.5","527.2","307.1","319","508.4","491.8","1656.5","811.4","362.8","762.2","1089.4","1719.6"
"ENSG00000130402","ACTN4","456.5","527.2","307.1","319","508.4","491.8","1656.5","811.4","362.8","762.2","1089.4","1719.6"
"ENSG00000142192","APP","3051.9","1781.2","2289.1","3417.2","3837.3","3880","2530.9","4503.9","5840.4","4753.2","5893.1","4371.9"
"ENSG00000108946","PRKAR1A","6074.6","3137.5","5211","5385.7","5164.8","4404.3","4168.5","6150.9","6693.4","5027.4","3846.5","4268.1"
"ENSG00000096696","DSP","18520.3","15288.2","8715.6","4743.2","2662.6","1451.9","2193.1","284.3","334.7","1008.9","927.9","274.4"
"ENSG00000164754","RAD21","273.4","520.3","286.5","224.7","299.4","201.8","284.3","321.1","160.1","491.6","204.9","253.8"
"ENSG00000071127","WDR1","2944.6","3477","2771.9","3314.9","7269.2","8080.2","10875.5","6653.6","4009.6","5616.1","10000","8345"
"ENSG00000115053","NCL","9808.9","8599.1","4539.7","3475","6134.7","3696.3","3727.1","5544.8","5240.9","5000.4","3137.4","5372.7"
"ENSG00000206885","SNORA75","9808.9","8599.1","4539.7","3475","6134.7","3696.3","3727.1","5544.8","5240.9","5000.4","3137.4","5372.7"
"ENSG00000006125","AP2B1","110.4","87.2","72","129","229.6","81.1","132.6","184.4","261.3","411.9","368.3","382.4"
"ENSG00000161203","AP2M1","2667.3","2407.2","1674.6","1442.9","7979.5","3566.3","4326.3","5661.3","2661.6","5257.3","4369","7076.1"
"ENSG00000141367","CLTC","6147","7308.8","6845.2","7599.1","7472.6","9048","8767.4","8646.1","8713.7","8902.9","6483.4","8869.5"
"ENSG00000110917","MLEC","1420.9","2108.7","1973.8","2080.7","1551.7","1882.8","2319.6","1851.4","2738.7","2895.1","2251.1","1770.1"
"ENSG00000002834","LASP1","1325.6","2148","1711","3397.1","5864.1","5689.5","5245.6","4433.2","2377.2","4199.1","6621.9","7113.7"
"ENSG00000087365","SF3B2","1325.9","1584.9","1095.1","1299.5","830.5","1138.8","1577.6","1136.8","1275.4","1571.8","1230.6","1314.5"
"ENSG00000116209","TMEM59","2411","3014.3","3936.8","4628.1","4204.6","4891","4442","3647.5","4291.3","4489.3","3785.5","4048.3"
"ENSG00000159176","CSRP1","2581.5","2764.9","3125.7","3887.2","8474.8","7557.5","8665.9","4798.3","2456.5","3428.1","6645.8","7126.8"
"ENSG00000160014","CALM3","193.7","646.9","514.8","567.4","411.7","537.2","619.4","373.1","385.3","391","562.9","547.7"
"ENSG00000015479","MATR3","1634","1126.9","1434.3","1158.4","965.5","1053.7","1436.6","1079.1","1509.9","1494.7","546.6","973.2"
"ENSG00000280987","MATR3","1634","1126.9","1434.3","1158.4","965.5","1053.7","1436.6","1079.1","1509.9","1494.7","546.6","973.2"
"ENSG00000242140","AC083904.1","1634","1126.9","1434.3","1158.4","965.5","1053.7","1436.6","1079.1","1509.9","1494.7","546.6","973.2"
"ENSG00000131236","CAP1","3882.4","4214.3","2918.5","3393.9","6465.6","6969.7","7108.9","5515.8","2838.5","5664.9","7314.8","6828.4"
"ENSG00000110958","PTGES3","6971.3","7956.9","7704.4","7396.5","5982.2","5701.3","6351","6174.3","6578.9","6087.1","3871.9","5704"
"ENSG00000140105","WARS","174.6","226.2","129","163.1","1602.9","1005.6","1013.1","2304.8","512.2","781.7","411.1","1863.8"
"ENSG00000119335","SET","7498.2","9849.8","4253.5","4574.8","2980.1","3868.9","2962.2","3077.6","3157.8","3092.2","5164.8","3461.3"
"ENSG00000104419","NDRG1","5302.8","4364.9","6469","6963.8","3863.3","3291.2","3383","3994.2","4051.7","3898.4","4032.2","2058.6"
"ENSG00000170315","UBB","18710.5","20757.9","17139.3","22497.2","15798.8","18634.3","13440.7","14790.3","17938.8","17235.5","27384.1","14401.4"
"ENSG00000108518","PFN1","657.5","441.7","278.6","269.2","1814","612.5","2437.1","3628.6","1243","1705.6","2793.6","4749.1"
"ENSG00000142949","PTPRF","1752.1","651.6","400.1","182.5","214.4","78.5","96.6","83","59.7","52.2","164.5","116.2"
"ENSG00000164924","YWHAZ","3182.2","1560.1","958.8","910.7","4213.6","1549","1568.8","5338.6","1481.8","1769.7","1046.5","3237.5"
"ENSG00000229932","YWHAZP3","758","563.6","361.6","355.2","820.9","512.4","844.7","922","323.1","565.8","277.2","642.8"
"ENSG00000142168","SOD1","6961","8630.6","8167.7","10155.8","8355.5","8657","8041.6","8851.6","8568.7","8658.4","9431.9","7780"
"ENSG00000115677","HDLBP","686.6","1113.6","1203.7","1364.1","2807","2686.9","3739.4","3239.7","1816.1","2476.9","3299","3114"
"ENSG00000175130","MARCKSL1","2729.6","2890.4","685.8","644.3","293.4","123.1","213.6","229.1","1467.6","1174.8","185.3","278.9"
"ENSG00000170296","GABARAP","3926.1","5502.4","6357.5","7676.3","6587.7","7392.4","6512.1","6433.1","9107","8953.3","9002.2","7221.6"
"ENSG00000262526","AC120057.2","3926.1","5502.4","6357.5","7676.3","6587.7","7392.4","6512.1","6433.1","9107","8953.3","9002.2","7221.6"
"ENSG00000104805","NUCB1","55.2","32.8","86.8","80.8","159.8","94.3","149.5","111.7","39.5","249.2","87.1","186.9"
"ENSG00000184110","EIF3C","2700.4","3777","5428.6","6044.6","3023.4","3713.6","5461.4","7501.5","6290.1","8472.8","5136","9130"
"ENSG00000205609","EIF3CL","2700.4","3777","5428.6","6044.6","3023.4","3713.6","5461.4","7501.5","6290.1","8472.8","5136","9130"
"ENSG00000135821","GLUL","109.7","72.5","188.3","134.1","162.4","105.8","173.7","230.4","368.4","355.8","171.2","213.2"
"ENSG00000134333","LDHA","17044.8","14803.5","10601.9","12257.6","18570.9","15722","14538.3","16490","12575.8","14682.2","22857.1","15306.1"
"ENSG00000256006","AC084117.1","17044.8","14803.5","10601.9","12257.6","18570.9","15722","14538.3","16490","12575.8","14682.2","22857.1","15306.1"
"ENSG00000204628","RACK1","3897.4","10045.9","9480","9021.8","7764.7","8425.7","7468.9","9034.7","10981.6","8071.6","12997.2","8467.7"
"ENSG00000163479","SSR2","1503.9","2890.6","3544.1","4229.4","5951.9","5159.4","5085.9","6502","6544.9","5909.8","6968.5","6537.5"
"ENSG00000198668","CALM1","1012","1304.7","1091.4","1788.5","1332.1","1367.4","2679.9","1809","1303.8","2116.4","1896.6","2423"
"ENSG00000185624","P4HB","2561.1","2644","3249.6","4425.7","10637.5","8995.5","11007.4","11357.6","7788.9","8242.1","13532.5","9496.5"
"ENSG00000005022","SLC25A5","7240.7","11246.3","6768.1","4766.7","4998.6","6422.8","6204.3","6011.7","5418.7","6320.9","4104.9","5056.1"
"ENSG00000167085","PHB","936.8","1550","1418.6","1513.4","1291.8","1958.6","1471.9","1598.5","1566.2","1616.8","1644.1","1737.3"
"ENSG00000163191","S100A11","705.3","1250.7","1568.9","1734.1","2039.1","2752.1","2810.1","2118.7","3476.7","2665.9","12941.2","3166"
"ENSG00000064601","CTSA","402.9","580.8","656.1","951.6","1976.2","1446.7","2275.8","2848.7","3075","4351.6","2281.8","3105.1"
"ENSG00000173726","TOMM20","5249.4","5004.1","5078.2","4286.3","3849.6","3945.3","3455.8","3997.3","3688.1","4408.5","2261.4","3861.4"
"ENSG00000135404","CD63","5382.8","7165.1","8776.8","12872.7","12279.1","10450","10403.1","13084.8","14208","13566.8","17300.3","10457.2"
"ENSG00000132002","DNAJB1","496.6","410.8","350.4","149.6","223.1","156.6","219.2","273.3","329.2","290.2","319.1","353.2"
"ENSG00000113140","SPARC","8136.9","8998.8","8820.2","12141.8","14306.2","12753.2","11697.6","13780.7","10137.5","10173.9","20809.2","12881.1"
"ENSG00000109332","UBE2D3","4033.7","2935.3","3328.8","3692.5","3807.5","4008.2","2418.3","4321.7","3195.9","3581.6","2624.4","3046.3"
"ENSG00000115306","SPTBN1","71.8","12.4","96.1","69","62.5","5.4","48.3","66.3","23.3","34.5","12.4","11.2"
"ENSG00000068697","LAPTM4A","11198.5","8445.5","10254.1","11516.9","10695.6","7569","7685.4","11790.3","11799.2","10688.4","10500.9","8791.6"
"ENSG00000146677","AC004453.1","18663.5","19867.9","14816.5","18137.6","12276.6","14922.7","10624.4","10622.9","12920.5","9175.4","20657.3","10463.9"
"ENSG00000219747","AL133260.1","18663.5","19867.9","14816.5","18137.6","12276.6","14922.7","10624.4","10622.9","12920.5","9175.4","20657.3","10463.9"
"ENSG00000144713","RPL32","18663.5","19867.9","14816.5","18137.6","12276.6","14922.7","10624.4","10622.9","12920.5","9175.4","20657.3","10463.9"
"ENSG00000207496","SNORA7A","18663.5","19867.9","14816.5","18137.6","12276.6","14922.7","10624.4","10622.9","12920.5","9175.4","20657.3","10463.9"
"ENSG00000110651","CD81","3275.4","3468.8","7212.5","9643","7668.7","6471","9439.3","11214.8","9280.3","8144.6","10419.1","8524.5"
"ENSG00000185651","UBE2L3","290.6","409.8","454.7","699.9","646.4","470.7","626.6","865.9","424","747.1","316.2","668.5"
"ENSG00000183255","PTTG1IP","5165.1","4477","5882.3","5962.8","10078","9247.8","7702.5","8510.2","6301.6","7436.6","7795.6","7930.3"
"ENSG00000030582","GRN","1381.6","1835.3","2691.4","3591.6","3413.1","3372.1","5450.4","4033.8","3998.3","6020.5","3044.2","4932.4"
"ENSG00000132967","HMGB1P5","2009.1","2245.9","3014.9","2077","996.9","1439.3","1269.5","673.6","2336","1961.1","1489.9","1004.2"
"ENSG00000189403","HMGB1","2009.1","2245.9","3014.9","2077","996.9","1439.3","1269.5","673.6","2336","1961.1","1489.9","1004.2"
"ENSG00000259781","HMGB1P6","15742.5","11435.5","11264.1","10709.1","6746.1","7932.2","7420.3","6827.4","8649.4","8079.5","6695.1","5839.4"
"ENSG00000214821","HMGB1P4","15742.5","11435.5","11264.1","10709.1","6746.1","7932.2","7420.3","6827.4","8649.4","8079.5","6695.1","5839.4"
"ENSG00000213707","HMGB1P10","15742.5","11435.5","11264.1","10709.1","6746.1","7932.2","7420.3","6827.4","8649.4","8079.5","6695.1","5839.4"
"ENSG00000124767","GLO1","6340.1","6254.9","4620.9","3702.3","4958","5246","4419","4532","3954.5","5483.6","3236.6","5457.6"
"ENSG00000279392","AL158801.5","1925.5","2470.3","2335.2","1836.1","1746.9","2882.6","2164.3","1262","2312.2","1949.8","2918.4","1893.2"
"ENSG00000236444","UBE2L5","1925.5","2470.3","2335.2","1836.1","1746.9","2882.6","2164.3","1262","2312.2","1949.8","2918.4","1893.2"
"ENSG00000116754","SRSF11","829.4","393.5","971.8","927.5","333.7","406.3","126.5","346.5","539.4","125.3","348.6","165.1"
"ENSG00000189091","SF3B3","1322.6","1312.4","839.8","654.1","733.7","824.3","752.3","655","683.7","807.2","512.4","929.9"
"ENSG00000255508","AP002990.1","17048.2","18266.3","12182.9","14484.2","14194.1","12467.5","11118.4","13010.8","12785.9","11505.7","18586","11877.6"
"ENSG00000106554","CHCHD3","17048.2","18266.3","12182.9","14484.2","14194.1","12467.5","11118.4","13010.8","12785.9","11505.7","18586","11877.6"
"ENSG00000284135","MIR3654","17048.2","18266.3","12182.9","14484.2","14194.1","12467.5","11118.4","13010.8","12785.9","11505.7","18586","11877.6"
"ENSG00000283041","AC008038.1","17048.2","18266.3","12182.9","14484.2","14194.1","12467.5","11118.4","13010.8","12785.9","11505.7","18586","11877.6"
"ENSG00000254772","EEF1G","17048.2","18266.3","12182.9","14484.2","14194.1","12467.5","11118.4","13010.8","12785.9","11505.7","18586","11877.6"
"ENSG00000113013","HSPA9","270.3","323.3","404.5","486.7","449.9","589.3","412.6","652","456.2","387","420.7","473.6"
"ENSG00000134308","YWHAQ","10892.3","8945.4","5456.3","4799.1","6426.7","5848.6","5952.3","6392.5","6932.8","7681.1","5459.3","7195.7"
"ENSG00000273761","DDX24","1072","1547.8","1982.4","2416.4","1178.4","1213.9","1405.7","1229.6","1946.8","1576.9","1456.3","1189.4"
"ENSG00000089737","DDX24","1072","1547.8","1982.4","2416.4","1178.4","1213.9","1405.7","1229.6","1946.8","1576.9","1456.3","1189.4"
"ENSG00000105568","PPP2R1A","339.1","542","437.7","447.4","1115","406.2","947.2","1141.2","839.7","1645.4","759.1","1262.7"
"ENSG00000148180","GSN","3344.7","1840.2","1040.7","1369.9","2649.9","831.2","1794.6","2584.6","5000.6","3026.3","2079.6","3083.8"
"ENSG00000156515","HK1","1128.3","1626.7","1440.6","2086.3","3299.1","2696.1","2973.1","3789.4","1321.3","2056.9","1699.4","2617.7"
"ENSG00000136240","KDELR2","1304.7","1051.5","1864.9","1665.6","4055.4","2889.3","4262.8","4966","3264.3","2895.1","3276.1","3369.5"
"ENSG00000119655","NPC2","2086.1","2436.4","3546.4","4425.8","2248.8","2642.8","3498.5","2660.2","7048.8","6173.7","2604.9","3174.5"
"ENSG00000088986","DYNLL1","7152.3","10995.5","9934.5","9729.5","6907.2","9390.5","7533.1","8652.1","9834.8","7735.9","10324.6","8226.6"
"ENSG00000189067","LITAF","5807.5","4869.8","5788.7","6732.8","1947.5","1658.5","2050.8","971.9","3426.9","4628.2","1315.7","2194.3"
"ENSG00000213864","EEF1B2P2","12528.3","15653.5","8752.5","5395.5","7350.7","8363.9","8720.9","7950.1","6538.4","5503.8","8197.7","5991.1"
"ENSG00000283391","EEF1B2","12528.3","15653.5","8752.5","5395.5","7350.7","8363.9","8720.9","7950.1","6538.4","5503.8","8197.7","5991.1"
"ENSG00000232472","EEF1B2P3","12528.3","15653.5","8752.5","5395.5","7350.7","8363.9","8720.9","7950.1","6538.4","5503.8","8197.7","5991.1"
"ENSG00000114942","EEF1B2","12528.3","15653.5","8752.5","5395.5","7350.7","8363.9","8720.9","7950.1","6538.4","5503.8","8197.7","5991.1"
"ENSG00000213261","EEF1B2P6","12528.3","15653.5","8752.5","5395.5","7350.7","8363.9","8720.9","7950.1","6538.4","5503.8","8197.7","5991.1"
"ENSG00000130175","PRKCSH","165.3","91.2","122.8","140.3","343.1","195.3","440.7","638.9","485.6","921.9","491.9","1137.5"
"ENSG00000125166","GOT2","1490","2691.5","1349.7","1172.5","935.3","1201.7","1060","1805.1","780","1392.2","856.9","1286.9"
"ENSG00000198225","FKBP1C","1238.2","2124.4","839","766.5","1638.1","1686.6","2486","1226.2","865.7","2096","1146.8","1691"
"ENSG00000088832","FKBP1A","1238.2","2124.4","839","766.5","1638.1","1686.6","2486","1226.2","865.7","2096","1146.8","1691"
"ENSG00000072778","ACADVL","2140.8","2253.2","1940.9","1385","1394.2","1269.9","1294.3","2995.3","2885.6","2472.1","2064.8","1952.2"
"ENSG00000113558","SKP1","3597.9","4302.2","4172.3","3688.1","2131.7","1786.6","2230.6","2193","2702.5","3079.1","1971.7","2273.4"
"ENSG00000101367","MAPRE1","327.8","385.7","394","278.5","559","616.3","828.2","538","495.9","635.2","472.1","602"
"ENSG00000135506","OS9","675.3","992.9","767.7","1104.4","2087.3","1221.4","1522.3","1881.1","1186.3","2184.2","1623.1","2369.7"
"ENSG00000200259","SNORD35A","9518.8","15030.4","11024.9","13076.2","10160.7","10483.3","8292.7","11796.3","13497.6","10652.1","13771.3","8537.1"
"ENSG00000142541","RPL13A","9518.8","15030.4","11024.9","13076.2","10160.7","10483.3","8292.7","11796.3","13497.6","10652.1","13771.3","8537.1"
"ENSG00000202503","SNORD34","9518.8","15030.4","11024.9","13076.2","10160.7","10483.3","8292.7","11796.3","13497.6","10652.1","13771.3","8537.1"
"ENSG00000236552","RPL13AP5","15038.1","21415.9","19274.6","22659.7","14210.1","17658.1","14935.1","13096.3","16404.2","12438.5","28097.2","13727.5"
"ENSG00000147604","RPL7","30400.1","29620.3","21104.6","25836.9","20609.1","19871.8","14966.6","18359.8","21014.5","16702.8","29015.6","15559.4"
"ENSG00000137970","RPL7P9","30400.1","29620.3","21104.6","25836.9","20609.1","19871.8","14966.6","18359.8","21014.5","16702.8","29015.6","15559.4"
"ENSG00000227525","RPL7P6","30400.1","29620.3","21104.6","25836.9","20609.1","19871.8","14966.6","18359.8","21014.5","16702.8","29015.6","15559.4"
"ENSG00000228071","RPL7P47","30400.1","29620.3","21104.6","25836.9","20609.1","19871.8","14966.6","18359.8","21014.5","16702.8","29015.6","15559.4"
"ENSG00000231006","RPL7P32","30400.1","29620.3","21104.6","25836.9","20609.1","19871.8","14966.6","18359.8","21014.5","16702.8","29015.6","15559.4"
"ENSG00000214485","RPL7P1","30400.1","29620.3","21104.6","25836.9","20609.1","19871.8","14966.6","18359.8","21014.5","16702.8","29015.6","15559.4"
"ENSG00000244363","RPL7P23","30400.1","29620.3","21104.6","25836.9","20609.1","19871.8","14966.6","18359.8","21014.5","16702.8","29015.6","15559.4"
"ENSG00000231234","SKP1P1","13462.4","13693","10863.9","12279","9955.3","11217.7","8491.2","10683.9","12775.8","11831.5","17404.7","9682.3"
"ENSG00000179406","LINC00174","13462.4","13693","10863.9","12279","9955.3","11217.7","8491.2","10683.9","12775.8","11831.5","17404.7","9682.3"
"ENSG00000138107","ACTR1A","249.7","446.6","359.9","478.3","506.1","647.5","806.2","652.5","592.4","712.7","1175","959.1"
"ENSG00000135387","CAPRIN1","302.1","377.4","261.5","255.2","542.3","597.6","640.8","469.6","529.5","552.2","293.6","566.7"
"ENSG00000147403","RPL10","67.6","79.1","13.3","81.6","73.7","76.4","14.2","48.1","49.7","21.4","112.5","6.4"
"ENSG00000233913","RPL10P9","11923.5","17470.5","12447.2","14865","12685.8","13581.4","11356.5","13060.8","12868.4","11424.4","18592.1","11100"
"ENSG00000207165","SNORA70","11923.5","17470.5","12447.2","14865","12685.8","13581.4","11356.5","13060.8","12868.4","11424.4","18592.1","11100"
